SessionID,Date,Source,Device,IsBounce,ViewedProduct,AddToCart,Purchase,SessionDurationSec
SES-13877,2023-05-10,Direct,Desktop,Yes,No,No,No,3
SES-13878,2023-11-30,Direct,Mobile,Yes,No,No,No,9
SES-13879,2023-08-09,Direct,Mobile,Yes,No,No,No,6
SES-13880,2023-12-20,Paid Search,Mobile,Yes,No,No,No,9
SES-13881,2023-05-15,Direct,Mobile,No,Yes,No,No,152
SES-13882,2023-04-05,Direct,Mobile,No,Yes,No,No,174
SES-13883,2023-07-30,Direct,Mobile,Yes,No,No,No,6
SES-13884,2023-11-10,Social,Mobile,Yes,No,No,No,1
SES-13885,2023-02-20,Organic Search,Mobile,Yes,No,No,No,9
SES-13886,2023-04-16,Paid Search,Mobile,No,Yes,No,No,528
SES-13887,2023-06-17,Social,Mobile,No,Yes,Yes,Yes,12
SES-13888,2023-08-13,Organic Search,Tablet,No,Yes,No,No,61
SES-13889,2023-05-15,Social,Desktop,No,Yes,No,No,30
SES-13890,2023-07-06,Referral,Desktop,No,Yes,No,No,167
SES-13891,2023-06-27,Paid Search,Tablet,Yes,No,No,No,3
SES-13892,2023-02-23,Organic Search,Desktop,No,Yes,Yes,No,435
SES-13893,2023-08-03,Referral,Desktop,No,Yes,No,No,93
SES-13894,2023-12-01,Paid Search,Mobile,Yes,No,No,No,7
SES-13895,2023-02-03,Direct,Desktop,Yes,No,No,No,2
SES-13896,2023-02-12,Direct,Mobile,Yes,No,No,No,6
SES-13897,2023-04-14,Paid Search,Tablet,No,Yes,No,No,294
SES-13898,2023-07-21,Social,Mobile,Yes,No,No,No,9
SES-13899,2023-09-17,Referral,Desktop,No,Yes,Yes,Yes,121
SES-13900,2023-07-31,Social,Mobile,Yes,No,No,No,6
SES-13901,2023-07-31,Referral,Tablet,Yes,No,No,No,2
SES-13902,2023-04-08,Paid Search,Tablet,No,Yes,No,No,159
SES-13903,2023-05-20,Social,Mobile,Yes,No,No,No,1
SES-13904,2023-09-13,Organic Search,Tablet,No,Yes,No,No,420
SES-13905,2023-11-25,Social,Tablet,No,Yes,No,No,143
SES-13906,2023-12-14,Direct,Desktop,No,Yes,No,No,253
SES-13907,2023-12-17,Paid Search,Mobile,Yes,No,No,No,3
SES-13908,2023-03-02,Organic Search,Desktop,Yes,No,No,No,8
SES-13909,2023-09-06,Social,Tablet,No,Yes,No,No,202
SES-13910,2023-03-21,Social,Mobile,Yes,No,No,No,4
SES-13911,2023-11-23,Organic Search,Desktop,No,Yes,No,No,137
SES-13912,2023-06-15,Referral,Desktop,Yes,No,No,No,3
SES-13913,2023-05-01,Organic Search,Desktop,Yes,No,No,No,3
SES-13914,2023-07-06,Organic Search,Mobile,Yes,No,No,No,8
SES-13915,2023-11-04,Paid Search,Desktop,No,Yes,Yes,Yes,155
SES-13916,2023-04-18,Referral,Tablet,No,Yes,No,No,130
SES-13917,2023-10-12,Direct,Desktop,No,Yes,No,No,224
SES-13918,2023-01-07,Social,Desktop,Yes,No,No,No,9
SES-13919,2023-10-20,Referral,Mobile,Yes,No,No,No,3
SES-13920,2023-02-12,Social,Mobile,No,Yes,No,No,219
SES-13921,2023-04-24,Referral,Mobile,Yes,No,No,No,8
SES-13922,2023-08-25,Direct,Desktop,No,Yes,No,No,509
SES-13923,2023-10-01,Social,Desktop,Yes,No,No,No,4
SES-13924,2023-03-03,Direct,Desktop,No,Yes,No,No,184
SES-13925,2023-08-20,Organic Search,Tablet,No,Yes,Yes,Yes,572
SES-13926,2023-08-01,Organic Search,Mobile,No,Yes,No,No,132
SES-13927,2023-08-05,Referral,Mobile,No,Yes,No,No,64
SES-13928,2023-06-12,Organic Search,Mobile,Yes,No,No,No,0
SES-13929,2023-02-14,Organic Search,Desktop,Yes,No,No,No,5
SES-13930,2023-09-04,Paid Search,Desktop,No,Yes,No,No,201
SES-13931,2023-04-17,Direct,Mobile,Yes,No,No,No,4
SES-13932,2023-04-11,Referral,Tablet,No,Yes,No,No,211
SES-13933,2023-11-09,Social,Tablet,Yes,No,No,No,6
SES-13934,2023-06-03,Referral,Desktop,No,Yes,Yes,No,497
SES-13935,2023-02-12,Organic Search,Mobile,No,Yes,No,No,308
SES-13936,2023-01-05,Direct,Tablet,No,Yes,No,No,404
SES-13937,2023-03-24,Direct,Desktop,No,Yes,Yes,No,86
SES-13938,2023-11-11,Paid Search,Mobile,No,Yes,Yes,No,391
SES-13939,2023-01-12,Paid Search,Desktop,No,Yes,No,No,579
SES-13940,2023-06-27,Organic Search,Desktop,No,Yes,No,No,415
SES-13941,2023-04-05,Organic Search,Tablet,No,Yes,No,No,354
SES-13942,2023-04-08,Paid Search,Tablet,No,Yes,No,No,532
SES-13943,2023-02-14,Paid Search,Mobile,No,Yes,No,No,363
SES-13944,2023-02-13,Social,Tablet,Yes,No,No,No,1
SES-13945,2023-09-22,Paid Search,Mobile,No,Yes,No,No,391
SES-13946,2023-09-04,Paid Search,Desktop,Yes,No,No,No,4
SES-13947,2023-12-16,Referral,Desktop,No,Yes,No,No,175
SES-13948,2023-09-03,Direct,Tablet,Yes,No,No,No,8
SES-13949,2023-08-28,Organic Search,Mobile,Yes,No,No,No,0
SES-13950,2023-10-07,Referral,Mobile,No,Yes,Yes,No,479
SES-13951,2023-07-14,Referral,Tablet,No,Yes,Yes,No,164
SES-13952,2023-08-20,Direct,Mobile,No,Yes,No,No,356
SES-13953,2023-06-29,Direct,Mobile,No,Yes,No,No,217
SES-13954,2023-01-18,Social,Mobile,No,Yes,Yes,No,289
SES-13955,2023-05-29,Referral,Desktop,No,Yes,No,No,203
SES-13956,2023-04-12,Paid Search,Desktop,No,Yes,Yes,Yes,521
SES-13957,2023-12-19,Organic Search,Mobile,Yes,No,No,No,4
SES-13958,2023-08-18,Organic Search,Mobile,No,Yes,No,No,188
SES-13959,2023-08-01,Paid Search,Tablet,No,Yes,No,No,509
SES-13960,2023-05-07,Direct,Tablet,Yes,No,No,No,7
SES-13961,2023-05-08,Organic Search,Desktop,Yes,No,No,No,9
SES-13962,2023-04-24,Paid Search,Mobile,Yes,No,No,No,3
SES-13963,2023-02-21,Paid Search,Desktop,No,Yes,Yes,Yes,499
SES-13964,2023-08-08,Organic Search,Mobile,No,Yes,Yes,No,281
SES-13965,2023-01-10,Social,Tablet,Yes,No,No,No,8
SES-13966,2023-07-17,Paid Search,Tablet,No,Yes,No,No,342
SES-13967,2023-01-30,Direct,Mobile,No,Yes,No,No,370
SES-13968,2023-03-03,Referral,Desktop,No,Yes,No,No,313
SES-13969,2023-06-09,Social,Mobile,No,Yes,No,No,260
SES-13970,2023-01-22,Organic Search,Mobile,No,Yes,No,No,268
SES-13971,2023-08-24,Direct,Desktop,No,Yes,No,No,521
SES-13972,2023-02-14,Social,Tablet,No,Yes,No,No,440
SES-13973,2023-12-01,Social,Mobile,Yes,No,No,No,1
SES-13974,2023-09-17,Referral,Mobile,No,Yes,Yes,No,262
SES-13975,2023-02-15,Organic Search,Tablet,No,Yes,No,No,330
SES-13976,2023-10-05,Paid Search,Tablet,Yes,No,No,No,0
SES-13977,2023-12-08,Organic Search,Tablet,No,Yes,Yes,Yes,181
SES-13978,2023-08-31,Social,Desktop,No,Yes,No,No,411
SES-13979,2023-05-15,Paid Search,Desktop,No,Yes,No,No,535
SES-13980,2023-01-23,Referral,Desktop,No,Yes,No,No,224
SES-13981,2023-04-06,Social,Mobile,Yes,No,No,No,1
SES-13982,2023-12-04,Referral,Desktop,No,Yes,No,No,514
SES-13983,2023-03-24,Social,Tablet,Yes,No,No,No,8
SES-13984,2023-08-25,Direct,Mobile,No,Yes,Yes,No,87
SES-13985,2023-01-20,Direct,Desktop,No,Yes,Yes,No,335
SES-13986,2023-04-08,Direct,Desktop,No,Yes,No,No,393
SES-13987,2023-08-23,Social,Mobile,No,Yes,Yes,No,286
SES-13988,2023-07-21,Social,Tablet,Yes,No,No,No,2
SES-13989,2023-01-16,Organic Search,Mobile,Yes,No,No,No,4
SES-13990,2023-04-24,Paid Search,Desktop,Yes,No,No,No,6
SES-13991,2023-06-01,Social,Tablet,No,Yes,Yes,No,414
SES-13992,2023-02-18,Social,Desktop,Yes,No,No,No,9
SES-13993,2023-09-19,Organic Search,Desktop,No,Yes,No,No,457
SES-13994,2023-09-23,Paid Search,Desktop,Yes,No,No,No,1
SES-13995,2023-02-04,Social,Tablet,No,Yes,No,No,120
SES-13996,2023-02-16,Organic Search,Mobile,Yes,No,No,No,4
SES-13997,2023-10-06,Social,Mobile,Yes,No,No,No,2
SES-13998,2023-12-25,Social,Mobile,Yes,No,No,No,1
SES-13999,2023-08-27,Direct,Desktop,No,Yes,Yes,Yes,455
SES-14000,2023-04-02,Referral,Tablet,Yes,No,No,No,3
SES-14001,2023-08-16,Social,Desktop,Yes,No,No,No,7
SES-14002,2023-09-05,Paid Search,Mobile,Yes,No,No,No,4
SES-14003,2023-03-05,Direct,Desktop,No,Yes,No,No,528
SES-14004,2023-03-25,Direct,Mobile,No,Yes,No,No,554
SES-14005,2023-12-14,Paid Search,Tablet,No,Yes,Yes,No,526
SES-14006,2023-02-07,Referral,Desktop,Yes,No,No,No,4
SES-14007,2023-02-01,Organic Search,Desktop,No,Yes,Yes,No,507
SES-14008,2023-01-10,Organic Search,Desktop,Yes,No,No,No,6
SES-14009,2023-04-06,Organic Search,Mobile,No,Yes,Yes,Yes,598
SES-14010,2023-05-11,Organic Search,Tablet,No,Yes,No,No,575
SES-14011,2023-03-13,Paid Search,Mobile,No,Yes,No,No,466
SES-14012,2023-01-17,Direct,Tablet,Yes,No,No,No,6
SES-14013,2023-01-06,Social,Desktop,No,Yes,No,No,420
SES-14014,2023-03-13,Organic Search,Desktop,Yes,No,No,No,0
SES-14015,2023-01-18,Direct,Desktop,No,Yes,No,No,433
SES-14016,2023-12-01,Referral,Desktop,Yes,No,No,No,2
SES-14017,2023-12-21,Referral,Desktop,Yes,No,No,No,7
SES-14018,2023-03-09,Direct,Tablet,No,Yes,No,No,137
SES-14019,2023-10-22,Organic Search,Tablet,No,Yes,No,No,37
SES-14020,2023-10-20,Referral,Tablet,No,Yes,No,No,309
SES-14021,2023-10-08,Paid Search,Desktop,No,Yes,Yes,Yes,362
SES-14022,2023-10-05,Social,Desktop,Yes,No,No,No,6
SES-14023,2023-12-28,Social,Desktop,Yes,No,No,No,8
SES-14024,2023-01-21,Organic Search,Mobile,Yes,No,No,No,2
SES-14025,2023-09-30,Referral,Mobile,Yes,No,No,No,3
SES-14026,2023-11-10,Organic Search,Tablet,No,Yes,No,No,440
SES-14027,2023-01-06,Social,Desktop,No,Yes,No,No,245
SES-14028,2023-09-18,Organic Search,Desktop,Yes,No,No,No,0
SES-14029,2023-03-16,Organic Search,Tablet,No,Yes,No,No,153
SES-14030,2023-05-30,Direct,Tablet,Yes,No,No,No,1
SES-14031,2023-01-07,Organic Search,Desktop,Yes,No,No,No,5
SES-14032,2023-01-14,Social,Tablet,Yes,No,No,No,9
SES-14033,2023-02-13,Social,Mobile,Yes,No,No,No,8
SES-14034,2023-03-14,Paid Search,Mobile,No,Yes,No,No,347
SES-14035,2023-11-30,Social,Desktop,No,Yes,No,No,563
SES-14036,2023-12-01,Organic Search,Tablet,No,Yes,No,No,451
SES-14037,2023-01-08,Direct,Desktop,Yes,No,No,No,6
SES-14038,2023-01-31,Social,Tablet,Yes,No,No,No,1
SES-14039,2023-06-06,Referral,Tablet,No,Yes,No,No,161
SES-14040,2023-11-26,Social,Desktop,Yes,No,No,No,7
SES-14041,2023-10-30,Organic Search,Desktop,No,Yes,No,No,168
SES-14042,2023-05-16,Paid Search,Mobile,No,Yes,No,No,246
SES-14043,2023-11-16,Organic Search,Desktop,No,Yes,No,No,306
SES-14044,2023-10-26,Social,Desktop,No,Yes,No,No,263
SES-14045,2023-01-30,Organic Search,Tablet,No,Yes,No,No,39
SES-14046,2023-05-27,Organic Search,Tablet,No,Yes,No,No,253
SES-14047,2023-02-26,Referral,Mobile,No,Yes,No,No,365
SES-14048,2023-08-25,Organic Search,Desktop,Yes,No,No,No,7
SES-14049,2023-11-23,Social,Desktop,No,Yes,No,No,493
SES-14050,2023-11-30,Direct,Mobile,Yes,No,No,No,4
SES-14051,2023-12-14,Social,Tablet,No,Yes,Yes,Yes,123
SES-14052,2023-08-02,Organic Search,Tablet,No,Yes,Yes,No,451
SES-14053,2023-11-27,Social,Mobile,No,Yes,No,No,295
SES-14054,2023-09-05,Social,Mobile,Yes,No,No,No,0
SES-14055,2023-03-25,Social,Tablet,Yes,No,No,No,9
SES-14056,2023-02-20,Referral,Mobile,Yes,No,No,No,4
SES-14057,2023-07-06,Referral,Tablet,Yes,No,No,No,0
SES-14058,2023-03-28,Referral,Mobile,Yes,No,No,No,6
SES-14059,2023-06-22,Referral,Tablet,No,Yes,No,No,249
SES-14060,2023-11-25,Social,Tablet,No,Yes,Yes,Yes,382
SES-14061,2023-10-22,Social,Tablet,No,Yes,Yes,No,461
SES-14062,2023-12-06,Social,Desktop,Yes,No,No,No,4
SES-14063,2023-01-02,Direct,Mobile,No,Yes,Yes,No,418
SES-14064,2023-07-29,Organic Search,Desktop,No,Yes,Yes,No,564
SES-14065,2023-05-06,Social,Mobile,Yes,No,No,No,0
SES-14066,2023-05-08,Paid Search,Mobile,No,Yes,No,No,111
SES-14067,2023-07-13,Organic Search,Mobile,Yes,No,No,No,3
SES-14068,2023-12-23,Referral,Mobile,Yes,No,No,No,3
SES-14069,2023-08-10,Organic Search,Mobile,No,Yes,Yes,No,366
SES-14070,2023-12-25,Direct,Tablet,No,Yes,No,No,583
SES-14071,2023-07-16,Direct,Mobile,No,Yes,Yes,Yes,169
SES-14072,2023-08-07,Paid Search,Mobile,Yes,No,No,No,5
SES-14073,2023-08-25,Social,Tablet,No,Yes,No,No,291
SES-14074,2023-02-02,Direct,Tablet,No,Yes,No,No,298
SES-14075,2023-10-24,Direct,Tablet,No,Yes,No,No,435
SES-14076,2023-10-05,Social,Mobile,No,Yes,No,No,175
SES-14077,2023-11-13,Social,Tablet,No,Yes,No,No,561
SES-14078,2023-03-13,Organic Search,Desktop,No,Yes,Yes,Yes,93
SES-14079,2023-07-20,Paid Search,Mobile,No,Yes,No,No,594
SES-14080,2023-07-09,Social,Tablet,No,Yes,No,No,343
SES-14081,2023-04-27,Organic Search,Tablet,Yes,No,No,No,5
SES-14082,2023-02-04,Organic Search,Mobile,No,Yes,No,No,541
SES-14083,2023-12-01,Organic Search,Desktop,Yes,No,No,No,3
SES-14084,2023-07-22,Paid Search,Tablet,No,Yes,Yes,No,280
SES-14085,2023-11-08,Paid Search,Mobile,Yes,No,No,No,6
SES-14086,2023-10-15,Referral,Tablet,No,Yes,No,No,474
SES-14087,2023-01-27,Direct,Tablet,No,Yes,No,No,505
SES-14088,2023-05-22,Organic Search,Tablet,No,Yes,No,No,571
SES-14089,2023-07-10,Social,Mobile,Yes,No,No,No,3
SES-14090,2023-03-07,Direct,Desktop,No,Yes,Yes,No,86
SES-14091,2023-05-03,Organic Search,Mobile,Yes,No,No,No,8
SES-14092,2023-10-17,Referral,Desktop,No,Yes,No,No,86
SES-14093,2023-04-04,Organic Search,Desktop,No,Yes,No,No,365
SES-14094,2023-11-15,Referral,Desktop,Yes,No,No,No,3
SES-14095,2023-06-20,Organic Search,Mobile,Yes,No,No,No,3
SES-14096,2023-02-03,Referral,Mobile,Yes,No,No,No,5
SES-14097,2023-09-29,Social,Desktop,Yes,No,No,No,3
SES-14098,2023-03-17,Referral,Desktop,No,Yes,No,No,375
SES-14099,2023-11-20,Direct,Tablet,No,Yes,No,No,375
SES-14100,2023-06-02,Paid Search,Tablet,No,Yes,No,No,341
SES-14101,2023-03-03,Direct,Tablet,No,Yes,No,No,92
SES-14102,2023-02-17,Direct,Desktop,No,Yes,No,No,215
SES-14103,2023-09-01,Direct,Desktop,Yes,No,No,No,0
SES-14104,2023-08-23,Direct,Tablet,Yes,No,No,No,6
SES-14105,2023-10-17,Direct,Desktop,No,Yes,No,No,306
SES-14106,2023-07-06,Social,Mobile,Yes,No,No,No,2
SES-14107,2023-09-02,Paid Search,Desktop,No,Yes,Yes,No,320
SES-14108,2023-03-06,Social,Desktop,Yes,No,No,No,8
SES-14109,2023-01-29,Direct,Tablet,No,Yes,No,No,216
SES-14110,2023-08-26,Direct,Desktop,Yes,No,No,No,1
SES-14111,2023-06-02,Referral,Mobile,No,Yes,No,No,172
SES-14112,2023-10-14,Direct,Desktop,Yes,No,No,No,8
SES-14113,2023-03-15,Referral,Tablet,No,Yes,No,No,500
SES-14114,2023-03-09,Paid Search,Tablet,No,Yes,No,No,557
SES-14115,2023-11-02,Direct,Mobile,Yes,No,No,No,4
SES-14116,2023-09-30,Organic Search,Desktop,No,Yes,No,No,104
SES-14117,2023-03-31,Paid Search,Mobile,No,Yes,Yes,No,119
SES-14118,2023-10-03,Social,Tablet,Yes,No,No,No,2
SES-14119,2023-11-05,Referral,Mobile,No,Yes,No,No,296
SES-14120,2023-10-18,Paid Search,Desktop,No,Yes,No,No,598
SES-14121,2023-11-21,Organic Search,Mobile,Yes,No,No,No,5
SES-14122,2023-12-09,Direct,Desktop,No,Yes,No,No,429
SES-14123,2023-05-22,Social,Desktop,No,Yes,No,No,29
SES-14124,2023-06-27,Social,Tablet,No,Yes,No,No,586
SES-14125,2023-06-25,Social,Desktop,No,Yes,No,No,463
SES-14126,2023-12-04,Paid Search,Tablet,Yes,No,No,No,4
SES-14127,2023-07-30,Organic Search,Mobile,No,Yes,No,No,528
SES-14128,2023-12-12,Paid Search,Tablet,No,Yes,Yes,No,298
SES-14129,2023-01-29,Referral,Mobile,Yes,No,No,No,8
SES-14130,2023-12-04,Organic Search,Desktop,No,Yes,No,No,498
SES-14131,2023-07-05,Direct,Tablet,No,Yes,Yes,Yes,513
SES-14132,2023-01-28,Referral,Tablet,No,Yes,No,No,313
SES-14133,2023-10-31,Direct,Mobile,Yes,No,No,No,1
SES-14134,2023-06-07,Referral,Desktop,No,Yes,No,No,429
SES-14135,2023-04-04,Referral,Desktop,No,Yes,No,No,354
SES-14136,2023-04-22,Direct,Desktop,No,Yes,No,No,456
SES-14137,2023-03-24,Referral,Desktop,Yes,No,No,No,2
SES-14138,2023-01-11,Paid Search,Mobile,No,Yes,Yes,No,414
SES-14139,2023-01-17,Organic Search,Tablet,Yes,No,No,No,6
SES-14140,2023-09-10,Organic Search,Desktop,Yes,No,No,No,4
SES-14141,2023-06-27,Paid Search,Desktop,No,Yes,No,No,169
SES-14142,2023-11-24,Direct,Tablet,Yes,No,No,No,3
SES-14143,2023-06-10,Referral,Mobile,No,Yes,Yes,Yes,96
SES-14144,2023-12-27,Direct,Mobile,Yes,No,No,No,7
SES-14145,2023-02-14,Organic Search,Tablet,No,Yes,No,No,290
SES-14146,2023-11-17,Paid Search,Desktop,Yes,No,No,No,3
SES-14147,2023-12-07,Social,Tablet,No,Yes,No,No,356
SES-14148,2023-12-09,Paid Search,Desktop,Yes,No,No,No,9
SES-14149,2023-07-09,Organic Search,Mobile,No,Yes,No,No,570
SES-14150,2023-01-10,Organic Search,Tablet,Yes,No,No,No,8
SES-14151,2023-02-01,Organic Search,Tablet,Yes,No,No,No,0
SES-14152,2023-12-09,Social,Tablet,No,Yes,Yes,No,145
SES-14153,2023-03-29,Direct,Desktop,Yes,No,No,No,2
SES-14154,2023-04-16,Organic Search,Tablet,Yes,No,No,No,4
SES-14155,2023-01-06,Direct,Desktop,No,Yes,No,No,457
SES-14156,2023-12-08,Social,Mobile,Yes,No,No,No,5
SES-14157,2023-06-23,Paid Search,Desktop,No,Yes,Yes,Yes,241
SES-14158,2023-07-06,Organic Search,Tablet,No,Yes,No,No,306
SES-14159,2023-08-08,Social,Tablet,No,Yes,No,No,513
SES-14160,2023-08-21,Direct,Desktop,No,Yes,No,No,24
SES-14161,2023-07-29,Organic Search,Desktop,No,Yes,Yes,Yes,182
SES-14162,2023-01-11,Social,Tablet,No,Yes,No,No,524
SES-14163,2023-10-02,Social,Mobile,Yes,No,No,No,3
SES-14164,2023-09-16,Referral,Mobile,Yes,No,No,No,5
SES-14165,2023-04-02,Direct,Tablet,No,Yes,No,No,311
SES-14166,2023-01-18,Social,Desktop,Yes,No,No,No,5
SES-14167,2023-11-30,Organic Search,Mobile,No,Yes,No,No,273
SES-14168,2023-03-06,Paid Search,Mobile,No,Yes,No,No,381
SES-14169,2023-11-29,Organic Search,Desktop,Yes,No,No,No,5
SES-14170,2023-01-06,Referral,Mobile,No,Yes,No,No,313
SES-14171,2023-10-29,Direct,Mobile,Yes,No,No,No,1
SES-14172,2023-07-08,Referral,Mobile,Yes,No,No,No,2
SES-14173,2023-05-25,Organic Search,Desktop,No,Yes,No,No,267
SES-14174,2023-01-23,Direct,Tablet,Yes,No,No,No,3
SES-14175,2023-04-26,Referral,Mobile,Yes,No,No,No,8
SES-14176,2023-04-25,Referral,Mobile,Yes,No,No,No,8
SES-14177,2023-10-10,Referral,Tablet,No,Yes,No,No,18
SES-14178,2023-10-31,Referral,Desktop,Yes,No,No,No,8
SES-14179,2023-11-03,Referral,Mobile,No,Yes,No,No,544
SES-14180,2023-07-16,Referral,Mobile,Yes,No,No,No,9
SES-14181,2023-03-11,Referral,Desktop,No,Yes,Yes,No,492
SES-14182,2023-08-24,Referral,Desktop,No,Yes,No,No,113
SES-14183,2023-12-03,Referral,Desktop,Yes,No,No,No,0
SES-14184,2023-03-12,Organic Search,Mobile,No,Yes,No,No,482
SES-14185,2023-06-25,Organic Search,Tablet,No,Yes,Yes,No,496
SES-14186,2023-04-09,Referral,Tablet,No,Yes,No,No,299
SES-14187,2023-10-10,Social,Desktop,No,Yes,Yes,No,442
SES-14188,2023-11-22,Referral,Mobile,No,Yes,Yes,No,172
SES-14189,2023-12-15,Referral,Tablet,Yes,No,No,No,9
SES-14190,2023-09-16,Organic Search,Mobile,Yes,No,No,No,2
SES-14191,2023-03-26,Direct,Mobile,Yes,No,No,No,8
SES-14192,2023-03-18,Direct,Tablet,No,Yes,Yes,No,298
SES-14193,2023-04-19,Direct,Tablet,No,Yes,No,No,271
SES-14194,2023-04-03,Referral,Desktop,Yes,No,No,No,5
SES-14195,2023-04-15,Organic Search,Mobile,Yes,No,No,No,3
SES-14196,2023-08-28,Social,Mobile,Yes,No,No,No,9
SES-14197,2023-01-12,Direct,Mobile,No,Yes,Yes,Yes,140
SES-14198,2023-02-12,Organic Search,Desktop,No,Yes,No,No,324
SES-14199,2023-12-25,Paid Search,Tablet,Yes,No,No,No,0
SES-14200,2023-01-02,Referral,Desktop,No,Yes,No,No,374
SES-14201,2023-12-09,Paid Search,Mobile,Yes,No,No,No,7
SES-14202,2023-01-24,Paid Search,Mobile,Yes,No,No,No,7
SES-14203,2023-03-03,Organic Search,Desktop,Yes,No,No,No,5
SES-14204,2023-08-31,Referral,Tablet,No,Yes,No,No,177
SES-14205,2023-04-13,Paid Search,Desktop,No,Yes,No,No,580
SES-14206,2023-07-15,Paid Search,Desktop,No,Yes,Yes,No,251
SES-14207,2023-11-25,Direct,Desktop,No,Yes,No,No,589
SES-14208,2023-02-24,Direct,Mobile,Yes,No,No,No,0
SES-14209,2023-08-03,Direct,Tablet,Yes,No,No,No,9
SES-14210,2023-05-24,Direct,Desktop,No,Yes,No,No,178
SES-14211,2023-09-20,Direct,Tablet,Yes,No,No,No,6
SES-14212,2023-05-25,Referral,Desktop,No,Yes,Yes,Yes,392
SES-14213,2023-04-04,Social,Tablet,Yes,No,No,No,7
SES-14214,2023-08-03,Social,Tablet,Yes,No,No,No,2
SES-14215,2023-01-01,Organic Search,Desktop,No,Yes,No,No,148
SES-14216,2023-12-16,Paid Search,Desktop,Yes,No,No,No,9
SES-14217,2023-12-24,Organic Search,Desktop,Yes,No,No,No,5
SES-14218,2023-05-24,Social,Desktop,No,Yes,No,No,335
SES-14219,2023-09-27,Paid Search,Desktop,Yes,No,No,No,9
SES-14220,2023-06-21,Organic Search,Tablet,No,Yes,No,No,527
SES-14221,2023-02-16,Organic Search,Tablet,No,Yes,No,No,307
SES-14222,2023-10-06,Organic Search,Tablet,Yes,No,No,No,1
SES-14223,2023-12-06,Social,Desktop,Yes,No,No,No,4
SES-14224,2023-11-18,Referral,Mobile,Yes,No,No,No,3
SES-14225,2023-02-12,Referral,Tablet,Yes,No,No,No,0
SES-14226,2023-07-12,Direct,Desktop,Yes,No,No,No,1
SES-14227,2023-08-12,Direct,Tablet,Yes,No,No,No,3
SES-14228,2023-02-12,Organic Search,Mobile,Yes,No,No,No,5
SES-14229,2023-05-15,Organic Search,Desktop,No,Yes,Yes,No,24
SES-14230,2023-02-04,Referral,Mobile,Yes,No,No,No,4
SES-14231,2023-09-27,Paid Search,Mobile,Yes,No,No,No,3
SES-14232,2023-10-25,Direct,Tablet,Yes,No,No,No,8
SES-14233,2023-09-12,Referral,Tablet,No,Yes,Yes,Yes,345
SES-14234,2023-09-02,Referral,Tablet,Yes,No,No,No,4
SES-14235,2023-09-23,Social,Tablet,Yes,No,No,No,9
SES-14236,2023-10-18,Referral,Desktop,Yes,No,No,No,8
SES-14237,2023-02-13,Organic Search,Tablet,No,Yes,No,No,569
SES-14238,2023-03-06,Social,Tablet,Yes,No,No,No,8
SES-14239,2023-07-22,Social,Desktop,Yes,No,No,No,0
SES-14240,2023-02-24,Organic Search,Desktop,Yes,No,No,No,7
SES-14241,2023-06-02,Social,Desktop,No,Yes,No,No,95
SES-14242,2023-10-21,Paid Search,Desktop,No,Yes,No,No,320
SES-14243,2023-06-21,Direct,Tablet,No,Yes,No,No,499
SES-14244,2023-02-24,Direct,Desktop,No,Yes,No,No,263
SES-14245,2023-09-23,Paid Search,Mobile,Yes,No,No,No,8
SES-14246,2023-12-07,Direct,Desktop,No,Yes,No,No,113
SES-14247,2023-05-20,Organic Search,Desktop,Yes,No,No,No,6
SES-14248,2023-08-14,Social,Mobile,Yes,No,No,No,3
SES-14249,2023-07-14,Referral,Mobile,Yes,No,No,No,1
SES-14250,2023-05-12,Paid Search,Desktop,No,Yes,No,No,198
SES-14251,2023-06-19,Direct,Mobile,No,Yes,No,No,236
SES-14252,2023-01-29,Paid Search,Desktop,No,Yes,No,No,144
SES-14253,2023-01-28,Referral,Desktop,Yes,No,No,No,5
SES-14254,2023-01-19,Organic Search,Desktop,No,Yes,No,No,592
SES-14255,2023-09-16,Paid Search,Tablet,Yes,No,No,No,3
SES-14256,2023-05-03,Direct,Desktop,Yes,No,No,No,7
SES-14257,2023-08-12,Organic Search,Tablet,No,Yes,No,No,152
SES-14258,2023-07-08,Paid Search,Desktop,No,Yes,Yes,No,110
SES-14259,2023-04-13,Social,Mobile,Yes,No,No,No,7
SES-14260,2023-12-21,Referral,Desktop,No,Yes,Yes,No,282
SES-14261,2023-05-05,Paid Search,Tablet,No,Yes,Yes,Yes,486
SES-14262,2023-12-04,Social,Desktop,Yes,No,No,No,0
SES-14263,2023-09-18,Organic Search,Mobile,Yes,No,No,No,1
SES-14264,2023-02-26,Social,Desktop,No,Yes,No,No,78
SES-14265,2023-03-26,Social,Tablet,No,Yes,No,No,53
SES-14266,2023-12-25,Paid Search,Desktop,Yes,No,No,No,4
SES-14267,2023-09-22,Organic Search,Mobile,No,Yes,No,No,60
SES-14268,2023-09-12,Paid Search,Tablet,No,Yes,Yes,No,165
SES-14269,2023-09-28,Paid Search,Tablet,Yes,No,No,No,6
SES-14270,2023-08-31,Social,Tablet,Yes,No,No,No,5
SES-14271,2023-07-31,Organic Search,Desktop,Yes,No,No,No,9
SES-14272,2023-05-20,Direct,Mobile,No,Yes,Yes,Yes,182
SES-14273,2023-04-05,Organic Search,Tablet,Yes,No,No,No,4
SES-14274,2023-07-15,Social,Mobile,No,Yes,No,No,477
